reflective,transitive
99.9343,99
99.9346,99
99.9344,98
99.9341,98
99.9341,98
99.9347,98
99.936,98
99.937,98
99.9372,98
99.9367,98
99.9364,98
99.9361,98
99.936,98
99.9359,98
99.9359,98
99.9362,98
99.9364,98
99.9368,98
99.9373,98
99.9379,98
99.9379,98
99.9365,98
99.9354,98
99.9349,98
99.9346,98
99.9341,98
99.9335,98
99.9327,98
99.9324,98
99.9327,98
99.9339,98
99.9346,98
99.9346,98
99.9345,98
99.9344,98
99.9342,98
99.9342,98
99.9342,98
99.9342,98
99.9343,98
99.9347,98
99.9349,98
99.9348,98
99.9333,98
99.9324,98
99.9322,98
99.9322,98
99.9322,98
99.9321,98
99.9315,98
99.9307,98
99.9301,98
99.9302,98
99.931,98
99.9318,98
99.9321,98
99.9321,98
99.9319,98
99.9316,98
99.9316,98
99.9317,98
99.9317,98
99.9318,98
99.932,98
99.9322,98
99.9323,98
99.931,98
99.9302,98
99.9299,98
99.9298,98
99.9297,98
99.9294,98
99.9291,98
99.9292,98
99.9304,98
99.9315,98
99.932,98
99.9322,98
99.932,98
99.9316,98
99.9314,98
99.9311,98
99.9308,98
99.9307,98
99.9308,98
99.931,98
99.931,98
99.9308,98
99.9294,98
99.9291,98
99.929,98
99.9291,98
99.9291,98
99.9289,98
99.9285,98
99.9278,98
99.9281,98
99.9283,98
99.9296,98
99.9298,98
99.9295,98
99.9289,98
99.9284,98
99.9284,98
99.9282,98
99.9281,98
99.9275,98
99.9274,98
99.9259,98
99.9253,98
99.9256,98
99.9262,98
99.9268,98
99.9273,98
99.9275,98
99.9277,98
99.928,98
99.9281,98
99.9275,98
99.9265,98
99.9257,98
99.9256,98
99.925,98
99.9245,98
99.9233,98
99.9224,98
99.9222,98
99.9214,98
99.9213,98
99.9213,98
99.9213,98
99.9209,98
99.9211,98
99.9217,98
99.9225,98
99.9232,98
99.9236,98
99.9238,98
99.9239,98
99.9241,98
99.9239,98
99.9241,98
99.924,98
99.9246,98
99.9251,98
99.9252,98
99.9253,98
99.9259,98
99.9265,98
99.9265,98
99.9247,98
99.9247,98
99.9213,98
99.9187,98
99.9187,98
99.9185,98
99.9186,98
99.9187,98
99.919,98
99.9186,98
99.9184,98
99.9181,98
99.9181,98
99.9176,98
99.9178,98
99.9195,98
99.9211,98
99.9221,98
99.9231,98
99.9231,98
99.924,98
99.9255,98
99.9247,98
99.9216,98
99.9192,98
99.9184,98
99.9181,98
99.918,98
99.9179,98
99.9175,98
99.9171,98
99.9167,98
99.9159,98
99.9147,98
99.9134,98
99.913,98
99.9141,98
99.9166,98
99.9182,98
99.9193,98
99.92,98
99.9207,98
99.9213,98
99.9221,98
99.9227,98
99.9233,98
99.9234,98
99.9226,98
99.9212,98
99.9206,98
99.9202,98
99.9199,98
99.9194,98
99.9185,98
99.9172,98
99.9164,98
99.9168,98
99.9198,98
99.9221,98
99.9235,98
99.9242,98
99.9245,98
99.9244,98
99.9239,98
99.9237,98
99.9229,98
99.9226,98
99.9222,98
99.9225,98
99.9223,98
99.9225,98
99.923,98
99.9235,98
99.9244,98
99.9247,98
99.9245,98
99.9252,98
99.9253,98
99.9251,98
99.925,98
99.9251,98
99.9248,98
99.9239,98
99.9228,98
99.9218,98
99.9211,98
99.921,98
99.9209,98
99.9207,98
99.9208,98
99.9202,98
99.9198,98
99.9206,98
99.9212,98
99.9217,98
99.9219,98
99.9219,98
99.9219,98
99.9219,98
99.9221,98
99.9222,98
99.9234,98
99.9235,98
99.9236,98
99.923,98
99.9227,98
99.9224,98
99.9221,98
99.922,98
99.9217,98
99.9215,98
99.9203,98
99.9196,98
99.9194,98
99.9199,98
99.9201,98
99.9202,98
99.9202,98
99.9201,98
99.92,98
99.9195,98
99.9195,98
99.9194,98
99.9206,98
99.9218,98
99.922,98
99.922,98
99.9217,98
99.9214,98
99.9211,98
99.9191,98
99.9173,98
99.9166,98
99.9162,98
99.916,98
99.916,98
99.9161,98
99.9163,98
99.9163,98
99.9162,98
99.9161,98
99.9159,98
99.9152,98
99.9139,98
99.9126,98
99.9113,98
99.9104,98
99.9102,98
99.9106,98
99.91,98
99.9105,98
99.9097,98
99.9094,98
99.91,98
99.9106,98
99.9108,98
99.9106,98
99.9102,98
99.9099,98
99.9096,98
99.9091,98
99.9088,98
99.9087,98
99.9088,98
99.9088,98
99.909,98
99.9089,98
99.9091,98
99.9102,98
99.9118,98
99.9132,98
99.9132,98
99.9106,98
99.9082,98
99.9069,98
99.9061,98
99.9056,98
99.9053,98
99.9052,98
99.9053,98
99.9052,98
99.905,98
99.9051,98
99.905,98
99.9052,98
99.9053,98
99.9048,98
99.9041,98
99.9037,98
99.9044,98
99.9054,98
99.9038,98
99.9018,98
99.9012,98
99.9005,98
99.9002,98
99.9001,98
99.8999,98
99.8999,98
99.8998,98
99.8998,98
99.8998,98
99.9001,98
99.8998,98
99.8998,98
99.8994,98
99.8992,98
99.8987,98
99.8976,98
99.8975,98
99.8978,98
99.8991,98
99.9004,98
99.9012,98
99.9016,98
99.9022,98
99.9022,98
99.9024,98
99.9024,98
99.9024,98
99.9024,98
99.9023,98
99.9021,98
99.9018,98
99.9015,98
99.9009,98
99.9002,98
99.8992,98
99.8981,98
99.8985,98
99.9006,98
99.9033,98
99.9052,98
99.9065,98
99.9081,98
99.9093,98
99.9101,98
99.9106,98
99.9108,98
99.9106,98
99.9104,98
99.9101,98
99.9099,98
99.9098,98
99.9097,98
99.9093,98
99.9092,98
99.9092,98
99.9091,98
99.91,98
99.9094,98
99.9099,98
99.9098,98
99.9097,98
99.909,98
99.9082,98
99.9077,98
99.9074,98
99.9071,98
99.9069,98
99.9068,98
99.9071,98
99.9075,98
99.9083,98
99.9088,98
99.9096,98
99.9103,98
99.9115,98
99.9114,98
99.9118,98
99.9115,98
99.9118,98
99.9129,98
99.9138,98
99.9144,98
99.9144,98
99.9141,98
99.9139,98
99.9138,98
99.9136,98
99.9131,98
99.9126,98
99.9122,98
99.912,98
99.9116,98
99.9112,98
99.9113,98
99.9114,98
99.9117,98
99.9124,98
99.9121,98
99.9124,98
99.913,98
99.9134,98
99.9137,98
99.9138,98
99.9137,98
99.9135,98
99.9133,98
99.913,98
99.9128,98
99.9128,98
99.9129,98
99.9135,98
99.9137,98
99.9145,98
99.9146,98
99.915,98
99.9156,98
99.9161,98
99.9165,98
99.9154,98
99.9145,98
99.9143,98
99.9142,98
99.9139,98
99.9138,98
99.9136,98
99.9134,98
99.9132,98
99.9129,98
99.9129,98
99.9131,98
99.9134,98
99.9138,98
99.9141,98
99.9148,98
99.9151,98
99.9155,98
99.9154,98
99.9146,98
99.9138,98
99.9139,98
99.9142,98
99.9139,98
99.9135,98
99.9132,98
99.913,98
99.9128,98
99.9128,98
99.9127,98
99.9131,98
99.9131,98
99.9134,98
99.9135,98
99.9138,98
99.9141,98
99.9144,98
99.914,98
99.9127,98
99.9111,98
99.9119,98
99.9132,98
99.9141,98
99.9147,98
99.9152,98
99.9154,98
99.9154,98
99.9155,98
99.9153,98
99.9152,98
99.9152,98
99.915,98
99.9146,98
99.9144,98
99.9141,98
99.9134,98
99.9124,98
99.9121,98
99.9123,98
99.9134,98
99.9139,98
99.9149,98
99.9157,98
99.9161,98
99.9164,98
99.9163,98
99.9162,98
99.9161,98
99.9159,98
99.9158,98
99.9157,98
99.9156,98
99.9156,98
99.9157,98
99.916,98
99.9163,98
99.9165,98
99.9167,98
99.9168,98
99.9172,98
99.9177,98
99.9181,98
99.9177,98
99.9172,98
99.9165,98
99.9161,98
99.9158,98
99.9155,98
99.9154,98
99.9154,98
99.916,98
99.9167,98
99.9175,98
99.9185,98
99.9192,98
99.9205,98
99.9215,98
99.922,98
99.9214,98
99.9193,98
99.9179,98
99.919,98
99.9191,98
99.9192,98
99.9192,98
99.9192,98
99.9193,98
99.9194,98
99.9194,98
99.9194,98
99.9194,98
99.9197,98
99.9199,98
99.9201,98
99.9203,98
99.9201,98
99.9203,98
99.9203,98
99.9208,98
99.9221,98
99.923,98
99.9227,98
99.9208,98
99.92,98
99.9201,98
99.9205,98
99.9206,98
99.9207,98
99.9208,98
99.9209,98
99.9208,98
99.9208,98
99.9206,98
99.9204,98
99.9202,98
99.9199,98
99.9194,98
99.9193,98
99.9203,98
99.9224,98
99.9235,98
99.9245,98
99.9251,98
99.9253,98
99.9254,98
99.9234,98
99.9225,98
99.9223,98
99.9224,98
99.9227,98
99.9228,98
99.9228,98
99.9229,98
99.9229,98
99.9227,98
99.9224,98
99.9217,98
99.9206,98
99.9206,98
99.9214,98
99.9231,98
99.9233,98
99.9234,98
99.9236,98
99.9239,98
99.9238,98
99.9233,98
99.9218,98
99.9215,98
99.9219,98
99.9224,98
99.9227,98
99.9229,98
99.923,98
99.9232,98
99.9231,98
99.9229,98
99.9227,98
99.9225,98
99.9227,98
99.923,98
99.9225,98
99.9217,98
99.9218,98
99.9221,98
99.9222,98
99.9225,98
99.9229,98
99.923,98
99.9233,98
99.922,98
99.9212,98
99.9212,98
99.9215,98
99.9217,98
99.9213,98
99.921,98
99.9206,98
99.9208,98
99.9221,98
99.9235,98
99.923,98
99.9231,98
99.9223,98
99.9221,98
99.9217,98
99.9215,98
99.9216,98
99.9215,98
99.9218,98
99.9221,98
99.9224,98
99.9226,98
99.9226,98
99.9212,98
99.9205,98
99.9203,98
99.9204,98
99.9201,98
99.9199,98
99.9201,98
99.9203,98
99.9217,98
99.9224,98
99.9222,98
99.9215,98
99.9214,98
99.9214,98
99.9212,98
99.9212,98
99.9213,98
99.9215,98
99.9218,98
99.9219,98
99.9211,98
99.9195,98
99.919,98
99.9191,98
99.919,98
99.919,98
99.9187,98
99.9183,98
99.9179,98
99.9176,98
99.9176,98
99.9193,98
99.9203,98
99.9207,98
99.9206,98
99.9205,98
99.9206,98
99.9206,98
99.9205,98
99.9207,98
99.9212,98
99.9217,98
99.9217,98
99.9211,98
99.9196,98
99.9193,98
99.9194,98
99.9199,98
99.9199,98
99.9193,98
99.919,98
99.9194,98
99.9201,98
99.9218,98
99.9224,98
99.9222,98
99.9219,98
99.9217,98
99.9215,98
99.9211,98
99.921,98
99.9208,98
99.9209,98
99.921,98
99.921,98
99.9214,98
99.9221,98
99.9221,98
99.9217,98
99.9203,98
99.92,98
99.9202,98
99.9206,98
99.9204,98
99.9204,98
99.9207,98
99.9221,98
99.9231,98
99.9234,98
99.923,98
99.9224,98
99.9219,98
99.9215,98
99.9212,98
99.9211,98
99.9213,98
99.9214,98
99.9221,98
99.9227,98
99.9236,98
99.9236,98
99.9235,98
99.9226,98
99.9226,98
99.9227,98
99.9225,98
99.9224,98
99.9224,98
99.9223,98
99.9223,98
99.9237,98
99.9244,98
99.9245,98
99.9243,98
99.9246,98
99.9248,98
99.9248,98
99.9249,98
99.925,98
99.9257,98
99.9261,98
99.9266,98
99.9265,98
99.926,98
99.9258,98
99.9259,98
99.924,98
99.9227,98
99.9222,98
99.9236,98
99.9255,98
99.9285,98
99.9302,98
99.9313,98
99.932,98
99.9323,98
99.9327,98
99.9329,98
99.9328,98
99.9326,98
99.9323,98
99.9319,98
99.9318,98
99.9316,98
99.9314,98
99.9312,98
99.931,98
99.9311,98
99.9312,98
99.9309,98
99.9306,98
99.9286,98
99.9278,98
99.9283,98
99.9298,98
99.9307,98
99.9309,98
99.9309,98
99.931,98
99.931,98
99.9308,98
99.9303,98
99.9298,98
99.9293,98
99.9288,98
99.9285,98
99.9283,98
99.9284,98
99.9284,98
99.9284,98
99.9284,98
99.928,98
99.9265,98
99.926,98
99.9261,98
99.9262,98
99.9259,98
99.9262,98
99.9265,98
99.9276,98
99.9278,98
99.9274,98
99.9263,98
99.9257,98
99.9252,98
99.9247,98
99.9237,98
99.9237,98
99.9239,98
99.9258,98
99.9268,98
99.9275,98
99.9273,98
99.9256,98
99.9247,98
99.9244,98
99.9241,98
99.9241,98
99.9238,98
99.9236,98
99.9238,98
99.924,98
99.9247,98
99.9242,98
99.924,98
99.924,98
99.924,98
99.9239,98
99.924,98
99.924,98
99.9241,98
99.9245,98
99.9247,98
99.9247,98
99.9241,98
99.9235,98
99.9214,98
99.9203,98
99.9184,98
99.9167,98
99.9151,98
99.9136,98
99.9124,98
99.911,98
99.9112,98
99.9129,98
99.9147,98
99.916,98
99.916,98
99.9157,98
99.9152,98
99.9148,98
99.9146,98
99.9146,98
99.915,98
99.9155,98
99.9161,98
99.9161,98
99.914,98
99.9127,98
99.912,98
99.9118,98
99.9116,98
99.9115,98
99.9115,98
99.9111,98
99.9103,98
99.909,98
99.909,98
99.9092,98
99.9115,98
99.9132,98
99.9137,98
99.9142,98
99.9143,98
99.9145,98
99.9149,98
99.9151,98
99.9156,98
99.9156,98
99.9134,98
99.9117,98
99.9111,98
99.911,98
99.9111,98
99.9111,98
99.9107,98
99.9105,98
99.9104,98
99.9104,98
99.911,98
99.9133,98
99.9144,98
99.9151,98
99.9153,98
99.9156,98
99.916,98
99.9166,98
99.9172,98
99.9178,98
99.9186,98
99.9194,98
99.9204,98
99.9212,98
99.9209,98
99.9194,98
99.9173,98
99.9159,98
99.9145,98
99.9127,98
99.9107,98
99.9094,98
99.9099,98
99.9124,98
99.9141,98
99.9151,98
99.9157,98
99.9162,98
99.9162,98
99.9165,98
99.9164,98
99.9167,98
99.9169,98
99.9171,98
99.9176,98
99.9182,98
99.919,98
99.92,98
99.92,98
99.9198,98
99.918,98
99.9165,98
99.9151,98
99.9142,98
99.9137,98
99.914,98
99.9154,98
99.916,98
99.9164,98
99.9167,98
99.9168,98
99.9167,98
99.9167,98
99.9163,98
99.9159,98
99.9158,98
99.9159,98
99.916,98
99.9164,98
99.9164,98
99.9163,98
99.9163,98
99.9148,98
99.9132,98
99.9127,98
99.9123,98
99.9115,98
99.9118,98
99.9137,98
99.9153,98
99.9164,98
99.9168,98
99.9168,98
99.9168,98
99.9167,98
99.9165,98
99.9165,98
99.9163,98
99.9164,98
99.9163,98
99.916,98
99.9165,98
99.9165,98
99.9169,98
99.9169,98
99.917,98
99.9151,98
99.9139,98
99.9135,98
99.9136,98
99.9153,98
99.9168,98
99.9172,98
99.9174,98
99.9173,98
99.9171,98
99.917,98
99.9166,98
99.9161,98
99.9156,98
99.9152,98
99.9149,98
99.9149,98
99.9147,98
99.9149,98
99.9152,98
99.9155,98
99.9157,98
99.916,98
99.9157,98
99.9144,98
99.913,98
99.912,98
99.9116,98
99.9126,98
99.9135,98
99.9147,98
99.9152,98
99.9152,98
99.9151,98
99.9149,98
99.9145,98
99.9139,98
99.9132,98
99.9123,98
99.9117,98
99.9111,98
99.9112,98
99.911,98
99.9111,98
99.9118,98
99.9117,98
99.9114,98
99.9106,98
99.9104,98
99.9108,98
99.9105,98
99.9103,98
99.9106,98
99.9109,98
99.9123,98
99.9133,98
99.9137,98
99.9133,98
99.9132,98
99.9126,98
99.9124,98
99.9119,98
99.9114,98
99.9108,98
99.9106,98
99.9108,98
99.911,98
99.9117,98
99.9127,98
99.9126,98
99.9125,98
99.9114,98
99.9115,98
99.9125,98
99.9137,98
99.9144,98
99.9157,98
99.9169,98
99.9174,98
99.9173,98
99.9173,98
99.9168,98
99.9162,98
99.9156,98
99.9151,98
99.9145,98
99.9143,98
99.9143,98
99.9145,98
99.9148,98
99.9155,98
99.9165,98
99.9177,98
99.918,98
99.9183,98
99.917,98
99.917,98
99.9166,98
99.9171,98
99.9172,98
99.9186,98
99.9199,98
99.9202,98
99.9204,98
99.9202,98
99.92,98
99.9198,98
99.9196,98
99.919,98
99.9186,98
99.9183,98
99.9181,98
99.9184,98
99.9185,98
99.9193,98
99.9191,98
99.919,98
99.9183,98
99.9183,98
99.9184,98
99.9188,98
99.9188,98
99.9187,98
99.9193,98
99.9202,98
99.9218,98
99.9225,98
99.9225,98
99.9221,98
99.922,98
99.9219,98
99.9217,98
99.9216,98
99.9216,98
99.9217,98
99.9218,98
99.9223,98
99.923,98
99.9237,98
99.9239,98
99.9244,98
99.9236,98
99.9234,98
99.9237,98
99.9236,98
99.9243,98
99.9252,98
99.9266,98
99.9277,98
99.9279,98
99.9282,98
99.9281,98
99.9279,98
99.9275,98
99.9269,98
99.9262,98
99.926,98
99.9258,98
99.9259,98
99.9263,98
99.9265,98
99.927,98
99.9276,98
99.9285,98
99.9293,98
99.9294,98
99.9287,98
99.9277,98
99.9268,98
99.9271,98
99.9279,98
99.9294,98
99.9301,98
99.9305,98
99.9307,98
99.9306,98
99.9305,98
99.9302,98
99.9296,98
99.9293,98
99.9289,98
99.9285,98
99.9286,98
99.9287,98
99.9288,98
99.9293,98
99.9299,98
99.9304,98
99.9305,98
99.9294,98
99.9281,98
99.9272,98
99.9263,98
99.9267,98
99.9269,98
99.9283,98
99.9291,98
99.9297,98
99.9301,98
99.9302,98
99.9301,98
99.9299,98
99.9296,98
99.9294,98
99.929,98
99.9293,98
99.9295,98
99.9298,98
99.9301,98
99.9308,98
99.9313,98
99.932,98
99.9323,98
99.9326,98
99.9304,98
99.9296,98
99.9292,98
99.9304,98
99.931,98
99.9314,98
99.9315,98
99.9318,98
99.9318,98
99.9317,98
99.9316,98
99.9312,98
99.9311,98
99.9309,98
99.9308,98
99.9309,98
99.9311,98
99.9312,98
99.9315,98
99.9318,98
99.9318,98
99.932,98
99.932,98
99.932,98
99.9312,98
99.9299,98
99.9281,98
99.9284,98
99.9296,98
99.9303,98
99.9305,98
99.9307,98
99.9309,98
99.9309,98
99.9309,98
99.9306,98
99.9303,98
99.93,98
99.9298,98
99.9297,98
99.9297,98
99.9298,98
99.9299,98
99.9301,98
99.9303,98
99.9304,98
99.9303,98
99.9298,98
99.928,98
99.927,98
99.9265,98
99.9268,98
99.9279,98
99.9292,98
99.9303,98
99.931,98
99.9309,98
99.9309,98
99.9306,98
99.9302,98
99.9296,98
99.929,98
99.9285,98
99.9285,98
99.9287,98
99.9291,98
99.9293,98
99.9297,98
99.93,98
99.9301,98
99.9292,98
99.9279,98
99.927,98
99.927,98
99.9275,98
99.9287,98
99.9299,98
99.9306,98
99.931,98
99.931,98
99.931,98
99.9305,98
99.9302,98
99.9297,98
99.9293,98
99.9293,98
99.9292,98
99.9294,98
99.9298,98
99.9301,98
99.9306,98
99.9307,98
99.9314,98
99.9319,98
99.9322,98
99.9307,98
99.9295,98
99.9287,98
99.9282,98
99.9289,98
99.93,98
99.9311,98
99.9318,98
99.9319,98
99.932,98
99.9318,98
99.9316,98
99.9311,98
99.9307,98
99.9303,98
99.9301,98
99.9301,98
99.9302,98
99.9304,98
99.9311,98
99.9316,98
99.9316,98
99.9312,98
99.9291,98
99.9282,98
99.9282,98
99.9278,98
99.9274,98
99.9264,98
99.9268,98
99.9275,98
99.9292,98
99.9301,98
99.93,98
99.93,98
99.9299,98
99.9299,98
99.9296,98
99.9294,98
99.9294,98
99.9297,98
99.93,98
99.9303,98
99.9307,98
99.9314,98
99.9316,98
99.9311,98
99.9288,98
99.9276,98
99.9268,98
99.9262,98
99.9266,98
99.9272,98
99.9289,98
99.9298,98
99.93,98
99.93,98
99.93,98
99.9298,98
99.9295,98
99.9293,98
99.9292,98
99.9292,98
99.9293,98
99.9294,98
99.9297,98
99.9299,98
99.9304,98
99.9306,98
99.9306,98
99.9306,98
99.9304,98
99.929,98
99.9274,98
99.9272,98
99.9282,98
99.9297,98
99.9307,98
99.9312,98
99.9312,98
99.9314,98
99.9314,98
99.9311,98
99.9308,98
99.9305,98
99.9303,98
99.9301,98
99.9301,98
99.9302,98
99.9303,98
99.9304,98
99.9305,98
99.9307,98
99.9308,98
99.9306,98
99.9302,98
99.9289,98
99.9273,98
99.9261,98
99.9267,98
99.9278,98
99.9289,98
99.9294,98
99.9298,98
99.9296,98
99.9295,98
99.9292,98
99.9289,98
99.9286,98
99.9278,98
99.9278,98
99.9278,98
99.9281,98
99.9284,98
99.9287,98
99.9292,98
99.9296,98
99.9301,98
99.9304,98
99.9301,98
99.9285,98
99.9278,98
99.928,98
99.9295,98
99.9303,98
99.9305,98
99.9307,98
99.9309,98
99.931,98
99.9309,98
99.9308,98
99.9305,98
99.9303,98
99.9303,98
99.9303,98
99.9304,98
99.9304,98
99.9306,98
99.931,98
99.9314,98
99.9316,98
99.9319,98
99.9321,98
99.9322,98
99.9315,98
99.9301,98
99.9288,98
99.9301,98
99.9311,98
99.9319,98
99.932,98
99.9319,98
99.9319,98
99.9318,98
99.9315,98
99.9314,98
99.931,98
99.9308,98
99.9307,98
99.9307,98
99.9308,98
99.9306,98
99.9306,98
99.9306,98
99.9309,98
99.931,98
99.931,98
